Copyright;ARTOTHEK_Bildnummer;Caption = Bildtitel;Keywords;Keywords II;Fulltext Keywords;Orientation;Künstler;Standort;Technik;
Christie's Images Ltd/ARTOTHEK;46936;Schweiz und Italien über den St. Gotthard (Suisse et Italie par le St Gothard). 1907;Poster,Krallt,Christie's Images Ltd,Plakat,Plakatkunst,20. Jahrhundert,G.,Farblithographie;G. Krallt,1907,Poster,Plakat,Werbung,Reise,Tourismus,Vintage,Schweiz,Italien,St. Gotthard,Idyllisch,malerisch,pittoresk,Wäsche waschen,Wäscherin,Boot,See,Berge,Wäscherinnen,sonnig;1907,20,Berge,Boot,Christie's,den,et,Farblithographie,G,Gothard,Gotthard,Heilig,Heiliges,Hl.,Idylle,idyllisch,Images,Italie,Italien,Italienisch,Italienische,Italienischer,Italienisches,Italiens,Jahrhundert,Krallt,Le,Ltd,malerisch,par,pittoresk,Plakat,Plakatkunst,Poster,Reise,Schweiz,See,Sonnenlicht,Sonnenschein,sonnig,St,st.,Suisse,Tourismus,über,ueber,und,vintage,Wäsche,Waschen,Wäscherin,Wäscherinnen,Werbung;Hochformat;Krallt, G.;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46935;Chardon de greves (Distel). Um 1901;19. Jahrhundert,Jugendstil,Mucha,Alphonse,Christie's Images Ltd,Alfons,1860-1939,20. Jahrhundert,Farblithographie;Alfons Mucha,Jugendstil,Haube,Frau,dekorativ,Profil,Ornament,Blume,Distel,Spitze,Bordüre,Schultertuch,lächeln;1860-1939,19,1901,20,Alfons,Alphonse,Blume,Blumen,Borduere,Bordüre,Chardon,Christie's,de,dekorativ,Distel,Farblithographie,Frau,Frauen,Greves,Grèves,Haube,Images,Jahrhundert,Jugendstil,lächeln,lächelnd,laecheln,laechelnd,Ltd,Mucha,Ornament,Profil,Schultertuch,Spitze,Um,weiblich,Weibliche,Weiblicher,Weibliches;Keine Angabe;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46934;Moët &amp;;;;;;;;
Christie's Images Ltd/ARTOTHEK;46933;Flirt - Biscuits Lefèvre-Utile. Um 1895;Mucha,Poster,Christie's Images Ltd,Alfons,Plakatkunst,19. Jahrhundert,Jugendstil,Alphonse,1860-1939,Plakat,20. Jahrhundert,Farblithographie;Alfons Mucha,Plakat,Werbeplakat,Werbung,Lefevre Utile,Mann,Herr,Frau,Dame,Paar,Flirt,flirten,elegant,Anzug,Gebäck,Biscuits,Kekse,Romantik,romantisch,Annäherungsversuch,Avancen machen,mondän;-,1860-1939,1895,19,20,Alfons,Alphonse,Annaeherungsversuch,Annäherungsversuch,Anzug,Avancen,biscuits,Christie's,Dame,elegant,Elegante,Farblithographie,Flirt,flirten,Frau,Frauen,Gebäck,Herr,Images,Jahrhundert,Jugendstil,Kekse,Lefevre,Lefevre-Utile,Lefèvre-;Keine Angabe;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46932;Abendstern (Etoile du soir). 1902;19. Jahrhundert,Mucha,Alphonse,Christie's Images Ltd,Alfons,1860-1939,20. Jahrhundert,Farblithographie;Alfons Mucha,Frau,Schwung,schwungvoll,Körperdrehung,Abend,braun,dekorativ,Abendstern,Nacht,Umrahmung,Umrandung,ornamental,Ornament;1860-1939,19,1902,20,Abend,abends,Abendstern,Alfons,Alphonse,braues,Braun,braune,braunem,brauner,Christie's,dekorativ,du,Etoile,Farblithographie,Frau,Frauen,Images,Jahrhundert,Koerperdrehung,Körperdrehung,Ltd,Mucha,Nacht,nachts,Ornament,ornamental,Schwung,schwungvoll,soir,Umrahmung,Umrandung,weiblich,Weibliche,Weiblicher,Weibliches;Keine Angabe;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46931;Abenddämmerung (Crépuscule). 1899;19. Jahrhundert,Jugendstil,Mucha,Alphonse,Christie's Images Ltd,Alfons,1860-1939,20. Jahrhundert,Farblithographie;Alfons Mucha,Alphonse,gedruckt bei F. Champenois,Abendlicht,Liegende,Frau,liegen,warme Farben,Dämmerung;1860-1939,1899,19,20,Abenddämmerung,Abendlicht,Alfons,Alphonse,bei,Champenois,Christie's,crépuscule,Dämmerung,F,Farben,Farblithographie,Frau,Frauen,gedruckt,Images,Jahrhundert,Jugendstil,liegen,Liegende,Ltd,Mucha,warme,weiblich,Weibliche,Weiblicher,Weibliches;Querformat;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46930;Das weiße Haus (La maison blache). 1885;Paul,1848-1903,19. Jahrhundert,Öl/Lwd.,Christie's Images Ltd,Gauguin;Paul Gauguin,Haus,Kuh,weiden,Bäume,Landschaft;1848-1903,1885,19,Baeume,Bäume,blache,Christie's,Das,Gauguin,Haus,Images,Jahrhundert,Kuh,La,Landschaft,Ltd,Maison,Öl/Lwd,Paul,Weiden,Weiss,weiße,weissem,weißer,weisses;Hochformat;Gauguin, Paul;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46929;Die Unterhaltung (La Conversation). 1872-73;Paul,1839-1906,19. Jahrhundert,Öl/Lwd.,Cézanne,Christie's Images Ltd,Cezanne;Paul Cezanne,Gespräch,Mann,Frau,stehen,sitzen,Paar,draußen,Hund;1839-1906,1872-73,19,Cezanne,Cézanne,Christie's,conversation,Die,draußen,Frau,Frauen,Gespräch,Hund,Images,Jahrhundert,La,Ltd,Mann,Öl/Lwd,Paar,Paul,sitzen,Stehen,stehend,stehende,Stehender,Stehendes,Unterhaltung,weiblich,Weibliche,Weiblicher,Weibliches;Querformat;Cézanne, Paul;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46927;Auf dem Land (Bucolique). Um 1932;Henri,1860-1943,Öl/Lwd.,Christie's Images Ltd,Martin,20. Jahrhundert;Henri Martin,Bukolik,Landleben,auf dem Land, Mutter,Kind,Kinder,Mädchen,Idylle,idyllisch,Tiere,Weide,weiden,Ziegen,malerisch,Pastorale,Licht;1860-1943,1932,20,auf,Bucolique,Bukolik,Christie's,dem,Henri,Idylle,idyllisch,Images,Jahrhundert,Kind,Kinder,Land,Landleben,Licht,Ltd,Mädchen,Maedchen,malerisch,Martin,Mutter,Öl/Lwd,Pastorale,Tiere,Um,Weide,Weiden,Ziegen;Querformat;Martin, Henri;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46890;An der Küste.;19. Jahrhundert,Öl/Lwd.,Christian,1852-1925,Christie's Images Ltd,Krohg,20. Jahrhundert;Christian Krohg,Teenager,Mädchen,blond,weiß,hell,Küste,Wasser,Skandinavien,Felsen,draußen,alleine,stehend,stehen,langhaarig,unsicher,schüchtern;1852-1925,19,20,alleine,An,blond,blonde,Blonder,Blondes,Christian,Christie's,der,draußen,Felsen,Haar,Haare,Hell,Helle,heller,helles,Images,Jahrhundert,Krohg,Kueste,Küste,lange,langes,langhaarig,Ltd,Mädchen,Maedchen,Öl/Lwd,schüchtern,Skandinavien,skandinavisch,skandinavische,skandinavischer,skandinavisches,Stehen,stehend,stehende,Stehender,Stehendes,Teenager,unsicher,Wasser,Weiss,Weisse,weißem,weißer,weisses;Hochformat;Krohg, Christian;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46887;Ein glücklicher Moment. 1919;Curran,1861-1942,Öl/Lwd.,Charles Courtney,Christie's Images Ltd,20. Jahrhundert;Charles Courtney Curran,Frau,Mutter,Tochter,Mädchen,Kind,draußen,blauer Himmel,umarmen,winken,Freude,glücklich,Glück,Mutterliebe,Zuneigung,Mutterglück,amerikanisch,winken,glückliche Kindheit,zufrieden,Untersicht,warm,sonnig,Sommer,sich freuen,Sonntag;1861-1942,1919,20,Amerika,amerikanisch,Amerikanische,amerikanischer,amerikanisches,blau,Blaue,blauem,blauer,Blaues,Carl,Charles,Christie's,Courtney,Curran,draußen,ein,Frau,Frauen,Freude,freuen,Glück,glücklich,glückliche,glücklicher,gluecklich,gluecklicher,Himmel,Images,Jahrhundert,Karl,Kind,Kindheit,Ltd,Mädchen,Maedchen,Moment,Mutter,Mutterglück,Mutterliebe,Öl/Lwd,sich,Sommer,Sonnenlicht,Sonnenschein,sonnig,Sonntag,Tochter,umarmen,Untersicht,warm,weiblich,Weibliche,Weiblicher,Weibliches,winken,zufrieden,Zuneigung;Querformat;Curran, Charles Courtney;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46886;Blühende Blumen am Gartenzaun.;Moser,Öl/Lwd.,Christie's Images Ltd,1868-1918,20. Jahrhundert,Koloman;Koloman Moser,österreichischer Künsterl,Zaun,Garten,Gartenzaun,Blumen,rosa,rot,Rosen,Mohn,Sommer,quadratisch;1868-1918,20,am,Blühende,Blume,Blumen,Christie's,Garten,Gartenzaun,Images,Jahrhundert,Koloman,Kuensterl,Künsterl,Ltd,Mohn,Moser,Oesterreichischer,Öl/Lwd,Österreichischer,quadratisch,Rosa,rosafarben,rosafarbig,Rosen,Rot,Rote,rotem,Roten,Roter,Rotes,Sommer,Zaun;Quadratisch;Moser, Koloman;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46885;Ida in einem Interieur. 1897 (Das Gemälde zeigt die Frau des Künstlers.);19. Jahrhundert,Hammershoi,Öl/Lwd.,Christie's Images Ltd,1864-1916,Vilhelm;Vilhelm Hammershoi,Frau,Ehefrau,Ida,Interieur,Wohnzimmer,Schrank,Sofa,schwarz,Stuhl,Esszimmer,seitlich,Tisch,zu Hause,wegsehen,Einrichtung,Skandinavien;1864-1916,1897,19,Christie's,Das,des,Die,Ehefrau,einem,Einrichtung,Esszimmer,Frau,Frauen,Gemaelde,Gemälde,Hammershoi,Hause,Ida,Images,in,Innenraum,Interieur,Jahrhundert,Künstlers,Ltd,Öl/Lwd,Schrank,Schwarz,Schwarze,schwarzem,schwarzer,Schwarzes,seitlich,Skandinavien,skandinavisch,skandinavische,skandinavischer,skandinavisches,Sofa,Stuhl,Tisch,Vilhelm,wegsehen,weiblich,Weibliche,Weiblicher,Weibliches,Wohnzimmer,zeigt,zu;Hochformat;Hammershoi, Vilhelm;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46603;Der Platzkommandant. 1848-50;19. Jahrhundert,Spitzweg,Karl,1808-1885,Charles,Christie's Images Ltd,Öl/Karton,Carl;Carl Spitzweg,Kommandant,Uniform,groß,klein,Mann,Männer,stramm stehen,salutieren,Anweisung erhalten,Chef,streng,Haltung,Größenunterschied,Militär;1808-1885,1848-50,19,Anweisung,Britannien,britisch,britische,britischer,britisches,Carl,Charles,Chef,Christie's,der,England,Englisch,Englische,Englischer,Englisches,erhalten,Groessenunterschied,gross,Größenunterschied,Haltung,Images,Jahrhundert,Karl,Klein,Kommandant,Ltd,Maenner,Mann,Männer,Militär,Öl/Karton,Platzkommandant,salutieren,Spitzweg,Stehen,stehend,stehende,Stehender,Stehendes,stramm,streng,Uniform;Hochformat;Spitzweg, Carl;Christie's Images Ltd;Öl/Karton;
Christie's Images Ltd/ARTOTHEK;46601;Verkündigung.;Annibale,Religion,Öl/Lwd.,Carracci,Christie's Images Ltd,1560-1609,16. Jahrhundert;Annibale Carracci,Verkündigung,Engel,Maria,Jungfrau,lesen,Lesepult,weiße Lilie;1560-1609,16,Annibale,Carracci,Christie's,Engel,Images,Jahrhundert,Jungfrau,Lesen,Lesepult,Lilie,Ltd,Maria,Öl/Lwd,Religion,Verkuendigung,Verkündigung,Weiss,Weisse,weißem,weißer,Weißes;Hochformat;Carracci, Annibale;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46600;Blick auf das Kapitol in Rom. 1750;1691/92-1765,18. Jahrhundert,Pannini,Öl/Lwd.,Christie's Images Ltd,Giovanni Paolo,Panini;Giovanni Paolo Pannini,Campidoglio,Kapitol,Rom,Italien,Treppe,Schloss,Palast,Senatorenpalast,monumental,Sehenswürdigkeit,Hauptstadt;1691/92-1765,1750,18,auf,Blick,Campidoglio,Christie's,Das,Giovanni,Hauptstadt,Images,in,Italien,Italienisch,Italienische,Italienischer,Italienisches,Italiens,Jahrhundert,Kapitol,Ltd,monumental,Öl/Lwd,Palast,Panini,Pannini,Paolo,Rom,Schloss,Sehenswuerdigkeit,Sehenswürdigkeit,Senatorenpalast,Treppe;Querformat;Pannini, Giovanni Paolo;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46523;Der Winter (L'Hiver). 1907;Henri,Rousseau,Öl/Lwd.,Christie's Images Ltd,1844-1910,20. Jahrhundert;Henri Rousseau,Winter,Winterlandschaft,Windmühle,Schlitten,Schlitten fahren,Schnee,Teich,See,zugefroren,Dorf,friedlich,malerisch;1844-1910,1907,20,Christie's,der,Dorf,fahren,friedlich,Henri,Images,Jahrhundert,L'Hiver,Ltd,malerisch,Öl/Lwd,Rousseau,Schlitten,Schnee,See,Teich,Windmühle,Winter,Winterlandschaft,zugefroren;Querformat;Rousseau, Henri;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46522;Landschaft mit Fabrik (Paysage avec usine). Um 1896-1906;Henri,Rousseau,Öl/Lwd.,Christie's Images Ltd,1844-1910,20. Jahrhundert;Henri Rousseau,Landschaft,Schornstein,Rauch,Fabrik,Wege,Felder,Hund;1844-1910,1896-1906,20,avec,Christie's,Fabrik,Felder,Henri,Hund,Images,Jahrhundert,Landschaft,Ltd,mit,Öl/Lwd,Paysage,Rauch,Rousseau,Schornstein,Um,usine,Wege;Querformat;Rousseau, Henri;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46521;Landschaft um Algier (Paysage d'Alger). 1880;Henri,Rousseau,Öl/Lwd.,Christie's Images Ltd,1844-1910,20. Jahrhundert;Henri Rousseau,Ansicht,Algier,Algerien,Kamel,Beduinen,Rast,Stadtansicht,blauer Himmel,Hafen,vor der Stadt;1844-1910,1880,20,Algerien,Algier,Ansicht,Beduinen,blau,Blaue,blauem,blauer,Blaues,Christie's,d'Alger,der,Hafen,Henri,Himmel,Images,Jahrhundert,Kamel,Landschaft,Ltd,Öl/Lwd,Paysage,Rast,Rousseau,Stadt,Stadtansicht,Um,Vor;Querformat;Rousseau, Henri;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46507;'Crème de Luzy'. 1919. Gedruckt von Devambez, Paris.;Cappiello,1875-1942,Copyright © Christie's Images Ltd / Photo © Christie's Images Ltd,Christie's Images Ltd,Leonetto,Farblithographie;leonetto cappiello,Crème de Luzy,plakat,poster,plakatkunst,frau,rücken,paris,französisch,rot,kleid,grafik,lithographie,Werbung,Werbeplakat,reklame;/,©,1875-1942,1919,Cappiello,Christie's,COPYRIGHT,Crème,de,Devambez,Farblithographie,Frankreich,franz?sisch,franzoesisch,Französisch,französische,Französischer,Französisches,Frau,Frauen,gedruckt,Grafik,Images,Kleid,Leonetto,Lithografie,Lithographie,Ltd,Luzy,Paris,Photo,Plakat,Plakatkunst,Poster,Reklame,Rot,Rote,rotem,Roten,Roter,Rotes,Rücken,von,weiblich,Weibliche,Weiblicher,Weibliches,Werbeplakat,Werbung;Hochformat;Cappiello, Leonetto;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46506;'Gautier Frères Cognac'. 1927. Gedruckt von Vercasson &amp;;;;;;;;
Christie's Images Ltd/ARTOTHEK;46505;Werbeplakat für Peugeot. 1904- Gedruckt von M. de Brunoff u. Cie., Paris.;Copyright © Christie's Images Ltd / Photo © Christie's Images Ltd,Christie's Images Ltd,Burggrill,G. de,Farblithographie;französisch,grafik,lithographie,poster,plakat,Werbung,Werbeplakat,reklame,auto,mobilität,autofahrer,oldtimer,Peugeot,Autofahren;/,©,1904-,Auto,Autofahren,autofahrer,Brunoff,Burggrill,Christie's,Cie,COPYRIGHT,de,Farblithographie,Frankreich,franz?sisch,franzoesisch,Französisch,französische,Französischer,Französisches,Für,G,gedruckt,Grafik,Images,Lithografie,Lithographie,Ltd,m,Mobilitaet,Mobilität,Oldtimer,Paris,Peugeot,Photo,Plakat,Plakatkunst,Poster,Reklame,u,von,Werbeplakat,Werbung;Hochformat;Burggrill, G. de;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46504;'Petit-Buerre Gamin'. 1901.;Abeille,Jack,Copyright © Christie's Images Ltd / Photo © Christie's Images Ltd,Christie's Images Ltd,1873-?,Farblithographie;französisch,grafik,lithographie,poster,plakat,Werbung,Werbeplakat,reklame,junge,trommler,trommel,kekse,biskuit,Petit-Buerre Gamin,biscuits pernot;/,©,1873-?,1901,Abeille,biscuits,Biskuit,Christie's,COPYRIGHT,Farblithographie,Frankreich,franz?sisch,franzoesisch,Französisch,französische,Französischer,Französisches,Gamin,Grafik,Images,Jack,Jung,Junge,jungen,junger,Junges,Kekse,Lithografie,Lithographie,Ltd,pernot,Petit-Buerre,Photo,Plakat,Plakatkunst,Poster,Reklame,Trommel,Trommler,Werbeplakat,Werbung;Hochformat;Abeille, Jack;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46503;'Job'. 1898. Gedruckt von F. Champenois.;© Christie's Images,Mucha,Alphonse,Christie's Images Ltd,Alfons,1860-1939,Farblithographie;Alphonse Mucha,Alfons,poster,plakat,frau,haare,langhaarig,rauchen,rauchend,zigaretten,job,grafik,lithographie,Werbung,Werbeplakat,reklame;©,1860-1939,1898,Alfons,Alphonse,Champenois,Christie's,F,Farblithographie,Frau,Frauen,gedruckt,Grafik,Haar,Haare,Images,Job,lange,langes,langhaarig,Lithografie,Lithographie,Ltd,Mucha,Plakat,Plakatkunst,Poster,Rauchen,rauchend,Reklame,von,weiblich,Weibliche,Weiblicher,Weibliches,Werbeplakat,Werbung,Zigaretten;Hochformat;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46502;Ein Werbeplakat für die Schreibmaschine 'Valentine' von Olivetti. Gedruckt 1969.;Copyright © Christie's Images Ltd / Photo © Christie's Images Ltd,Christie's Images Ltd,Farbdruck,Unbekannter Künstler;grafik,poster,plakat,Werbung,Werbeplakat,reklame,modern,schreibmaschine,sechziger jahre,frau,farbenfroh,schreibmaschine;/,©,1969,Christie's,COPYRIGHT,Die,ein,Farbdruck,farbenfroh,Frau,Frauen,Für,gedruckt,Grafik,Images,Jahre,Künstler,Ltd,Modern,Olivetti,Photo,Plakat,Plakatkunst,Poster,Reklame,Schreibmaschine,sechziger,Unbekannter,Valentine,von,weiblich,Weibliche,Weiblicher,Weibliches,Werbeplakat,Werbung;Hochformat;Unbekannter Künstler;Christie's Images Ltd;Farbdruck;
Christie's Images Ltd/ARTOTHEK;46440;Junges Mädchen mit einem Tulpenstrauß (Jeune Fille au Bouquet de Tulipes). Um 1878;1841-1919,impressionistisch,19. Jahrhundert,Impressionismus,Öl/Lwd.,Christie's Images Ltd,Auguste,Pierre-Auguste,impressionismus,Renoir;Pierre-Auguste Renoir,schwarz,Hut,junge Frau,Mädchen,Teenager,Tulpenstrauß,Blumenstrauß,Tulpen,seitlich,sich wegdrehen,langes Haar,langhaarig,braunhaarig,braunes Haar,Haare;1841-1919,1878,19,au,Auguste,Blumenstrauß,Bouquet,braunes,braunhaarig,Christie's,de,einem,Fille,Frau,Frauen,Haar,Haare,Hut,Images,impressionismus,impressionistisch,Jahrhundert,Jeune,Jung,Junge,jungen,junger,Junges,lange,langes,langhaarig,Ltd,Mädchen,Maedchen,mit,Öl/Lwd,Pierre-Auguste,Renoir,Schwarz,Schwarze,schwarzem,schwarzer,Schwarzes,seitlich,sich,Teenager,Tulipes,Tulpen,Tulpenstrauß,Um,wegdrehen,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Renoir, Auguste;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46439;Sitzendes Mädchen (Fillette assise). 1918;Bildnis,Porträt,Modigliani,Öl/Lwd.,Christie's Images Ltd,Portraet,1884-1920,Amadeo,20. Jahrhundert,Portrait;Amedeo Modigliani,braunhaarig,brünett,Mädchen,von vorne,Haarschleife,ernst,ernsthaft,Stuhl,Teenager,graue Augen,ausdruckslos,Halbfigur;1884-1920,1918,20,Amadeo,Amedeo,assise,Augen,ausdruckslos,Bildnis,braunhaarig,bruenett,brünett,Brünette,Christie's,Ernst,ernsthaft,Fillette,graue,Haarschleife,Halbfigur,Images,Jahrhundert,Ltd,Mädchen,Maedchen,Modigliani,Öl/Lwd,Portraet,Portrait,Porträt,Sitzendes,Stuhl,Teenager,von,vorne;Hochformat;Modigliani, Amadeo;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46438;Frau B. mit ihrem Baby auf dem Schoß.;Tarchoff,Nicolai,auf Leinwand aufgezogen,Nikolai,Christie's Images Ltd,Öl/Karton,Tarkhoff,20. Jahrhundert,Nicholas,1871-1930;Tarchoff, Nikolai,Nicholas Alexandrovitch Tarkhoff,Frau,Mutter,Kind,Baby,Kleinkind,auf dem Schoß halten,auf den Knien,russisch;1871-1930,20,Alexandrovitch,auf,aufgezogen,B,Baby,Christie's,dem,den,Frau,Frauen,halten,ihrem,Images,Jahrhundert,Kind,Kleinkind,knien,Leinwand,Ltd,mit,Mutter,Nicholas,Nicolai,Nikolai,Öl/Karton,russisch,Schoß,Tarchoff,Tarkhoff,weiblich,Weibliche,Weiblicher,Weibliches;Querformat;Tarchoff, Nikolai;Christie's Images Ltd;Öl/Karton, auf Leinwand aufgezogen;
Christie's Images Ltd/ARTOTHEK;46437;Le Parc aux Charrettes, Pontoise. 1878;impressionistisch,Camille,19. Jahrhundert,Impressionismus,Öl/Lwd.,Christie's Images Ltd,1830-1903,impressionismus,Pissarro;Camille Pissarro,Handwagen,Kinderwagen,Frühling,Mauer,Pontoise,blauer Himmel,sonnig,Passanten,schieben,Kirchturm,Spaziergänger,Frauen,Licht,Baum;1830-1903,1878,19,aux,Baum,blau,Blaue,blauem,blauer,Blaues,Camille,Charrettes,Christie's,Frau,Frauen,Fruehling,Frühling,Handwagen,Himmel,Images,impressionismus,impressionistisch,Jahrhundert,Kinderwagen,Kirchturm,Le,Licht,Ltd,Mauer,Öl/Lwd,Parc,Passanten,Pissarro,Pontoise,schieben,Sonnenlicht,Sonnenschein,sonnig,Spaziergänger,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Pissarro, Camille;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46434;Central Park.;1859-1935,Öl/Lwd.,Christie's Images Ltd,Hassam,20. Jahrhundert,Frederick Childe;Frederick Childe Hassam,amerikanisch,New York,Central Park,Teich,See,Kurve,Spaziergang,Spaziergängerin,Spaziergänger,Kinder,Freizeit,Mädchen,Mutter,Hund,Bäume,draußen,spazieren gehen,spazierengehen,Sonntag,öffentliche Parkanlage,öffentlicher Park,Garten;1859-1935,20,Amerika,amerikanisch,Amerikanische,amerikanischer,amerikanisches,Baeume,Bäume,Central,Childe,Christie's,draußen,Frederic,Frederick,Frederik,Freizeit,Garten,gehen,Hassam,Hund,Images,Jahrhundert,Kinder,Kurve,Ltd,Mädchen,Maedchen,Mutter,New,oeffentlicher,öffentliche,öffentlicher,Öl/Lwd,Park,Parkanlage,See,Sonntag,spazieren,spazierengehen,Spaziergaengerin,Spaziergang,Spaziergänger,Spaziergängerin,Teich,York;Querformat;Hassam, Frederick Childe;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46431;Vase mit Blumen. 1901;Stilleben,Christie's Images Ltd,Stillleben,1841-1919,impressionistisch,Impressionismus,Öl/Lwd.,Auguste,Pierre-Auguste,impressionismus,20. Jahrhundert,Renoir;Pierre-Auguste Renoir,Teller,Vase,Blumenvase,Blumen,Blume,Blumenstrauß,Rose,Christrose,gelb,rosa;1841-1919,1901,20,Auguste,Blume,Blumen,Blumenstrauß,Blumenvase,Christie's,Christrose,gelb,Gelbe,gelbem,gelber,Gelbes,Images,impressionismus,impressionistisch,Jahrhundert,Ltd,mit,Öl/Lwd,Pierre-Auguste,Renoir,Rosa,rosafarben,rosafarbig,Rose,Stilleben,Stillleben,Teller,Vase;Hochformat;Renoir, Auguste;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46414;Tafel 47 aus dem Buch 'Documents Decoratifs'. 1902;19. Jahrhundert,Jugendstil,Mucha,Alphonse,Christie's Images Ltd,Alfons,1860-1939,20. Jahrhundert,Farblithographie;Alphonse Mucha, dekorativ,Frau,Hand an der Hüfte,Bär,Bärenfell,braunhaarig,brünett,Halbakt,sitzen,Ornament,ornamental;1860-1939,19,1902,20,47,Alfons,Alphonse,An,aus,Baer,Baerenfell,Bär,Bärenfell,braunhaarig,bruenett,brünett,Brünette,buch,Christie's,Decoratifs,dekorativ,dem,der,Documents,Farblithographie,Frau,Frauen,Halbakt,Hand,Hüfte,Images,Jahrhundert,Jugendstil,Ltd,Mucha,Ornament,ornamental,sitzen,Tafel,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;46383;Stillleben: Kaffee und Kartoffeln. 1897;Stilleben,19. Jahrhundert,Albert,1831-1910,Öl/Lwd.,Christie's Images Ltd,Anker,Stillleben;Albert Anker,Tasse,Kaffeetasse,Brot,Brotlaib,Laib,Kaffee,Kaffeekanne,Kanne,Salz,Essen,Nahrungsmittel,Krug,niemand,Kartoffel,Kartoffeln,Messer,bäuerlich,einfach,Mahlzeit,einfache Mahlzeit,Brotzeit,Tisch;1831-1910,1897,19,Albert,Anker,bäuerlich,Brot,Brotlaib,Brotzeit,Christie's,einfach,einfache,Essen,Images,Jahrhundert,Kaffee,Kaffeekanne,Kaffeetasse,Kanne,Kartoffel,Kartoffeln,Krug,Laib,Ltd,Mahlzeit,Messer,Nahrungsmittel,niemand,Öl/Lwd,Salz,Stilleben,Stillleben,Stillleben:,Tasse,Tisch,und;Hochformat;Anker, Albert;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;46377;Kindergespann. 1868;19. Jahrhundert,Albert,1831-1910,Öl/Lwd.,Christie's Images Ltd,Anker,Genre;Albert Anker,Kind,Kinder,Kindheit,Junge,Jungen,Mädchen,Gruppe,draußen,alltag,alltägliche Szene,Kindergespann,Peitsche,ziehen,Bollerwagen,Handwagen,Leiterwagen,spielen,Holzräder;1831-1910,1868,19,Albert,alltaegliche,Alltag,alltägliche,Anker,Bollerwagen,Christie's,draußen,Genre,Gruppe,Handwagen,Holzräder,Holzraeder,Images,Jahrhundert,Jung,Junge,jungen,junger,Junges,Kind,Kinder,Kindergespann,Kindheit,Leiterwagen,Ltd,Mädchen,Maedchen,Öl/Lwd,Peitsche,Spielen,Szene,ziehen;Querformat;Anker, Albert;Christie's Images Ltd;Öl/Lwd.;
